# Square Foot,Year Built,Price
2384.85,1978.00,837.93
2424.24,1978.00,941.21
2463.64,1978.00,939.00
2503.03,1978.00,917.92
2542.42,1978.00,934.78
2581.82,1978.00,937.63
2621.21,1978.00,980.23
2660.61,1978.00,824.12
2700.00,1978.00,836.13
2739.39,1978.00,912.11
2778.79,1978.00,939.72
2818.18,1978.00,938.28
2857.58,1978.00,928.90
2896.97,1978.00,982.77
2936.36,1978.00,916.58
2975.76,1978.00,878.37
3015.15,1978.00,909.43
3054.55,1978.00,945.42
3093.94,1978.00,958.32
3133.33,1978.00,1006.16
3172.73,1978.00,958.62
3212.12,1978.00,998.97
3251.52,1978.00,1070.26
3290.91,1978.00,1058.61
3330.30,1978.00,1047.29
3369.70,1978.00,1016.46
3409.09,1978.00,956.28
3448.48,1978.00,1057.76
3487.88,1978.00,1036.35
3527.27,1978.00,1072.88
3566.67,1978.00,1069.62
3606.06,1978.00,979.06
3645.45,1978.00,1156.58
3684.85,1978.00,1099.13
3724.24,1978.00,972.80
3763.64,1978.00,1083.95
3803.03,1978.00,1144.68
3842.42,1978.00,1094.65
3881.82,1978.00,1033.45
3921.21,1978.00,1141.45
3960.61,1978.00,1141.65
4000.00,1978.00,1068.60
100.00,1978.00,152.19
139.39,1978.00,235.85
178.79,1978.00,301.10
218.18,1978.00,310.31
257.58,1978.00,364.22
296.97,1978.00,379.19
336.36,1978.00,426.27
375.76,1978.00,440.54
415.15,1978.00,369.34
454.55,1978.00,425.79
493.94,1978.00,456.30
533.33,1978.00,489.15
572.73,1978.00,443.39
612.12,1978.00,551.48
651.52,1978.00,476.26
690.91,1978.00,562.97
730.30,1978.00,553.05
769.70,1978.00,563.57
809.09,1978.00,610.64
848.48,1978.00,637.04
887.88,1978.00,545.84
927.27,1978.00,647.94
966.67,1978.00,573.13
1006.06,1978.00,579.57
1045.45,1978.00,597.84
1084.85,1978.00,652.05
1124.24,1978.00,636.82
1163.64,1978.00,690.74
1203.03,1978.00,666.50
1242.42,1978.00,530.74
1281.82,1978.00,721.54
1321.21,1978.00,725.34
1360.61,1978.00,739.77
1400.00,1978.00,708.93
1439.39,1978.00,677.19
1478.79,1978.00,708.12
1518.18,1978.00,746.36
1557.58,1978.00,854.57
1596.97,1978.00,725.94
1636.36,1978.00,727.41
1675.76,1978.00,777.62
1715.15,1978.00,707.05
1754.55,1978.00,770.68
1793.94,1978.00,746.67
1833.33,1978.00,758.06
1872.73,1978.00,894.43
1912.12,1978.00,774.95
1951.52,1978.00,835.15
1990.91,1978.00,863.63
2030.30,1978.00,936.68
2069.70,1978.00,942.10
2109.09,1978.00,794.67
2148.48,1978.00,839.16
2187.88,1978.00,887.39
2227.27,1978.00,868.59
2266.67,1978.00,793.54
2306.06,1978.00,856.47
2345.45,1978.00,911.03
2384.85,1978.00,892.17
2424.24,1978.00,936.81
2463.64,1978.00,873.65
2503.03,1978.00,985.79
2542.42,1978.00,921.69
2581.82,1978.00,907.48
2621.21,1978.00,949.50
2660.61,1978.00,969.88
2700.00,1978.00,939.00
2739.39,1978.00,1049.59
2778.79,1978.00,1067.17
2818.18,1978.00,1001.48
2857.58,1978.00,961.66
2896.97,1978.00,1036.83
2936.36,1978.00,1067.31
2975.76,1978.00,978.07
3015.15,1978.00,989.78
3054.55,1978.00,1067.48
3093.94,1978.00,992.81
3133.33,1978.00,1017.38
3172.73,1978.00,970.68
3212.12,1978.00,1013.05
3251.52,1978.00,974.60
3290.91,1978.00,958.87
3330.30,1978.00,1060.84
3369.70,1978.00,1010.72
3409.09,1978.00,1072.79
3448.48,1978.00,1005.08
3487.88,1978.00,1000.96
3527.27,1978.00,1080.43
3566.67,1978.00,1065.88
3606.06,1978.00,1078.11
3645.45,1978.00,1007.52
3684.85,1978.00,1099.96
3724.24,1978.00,1044.47
3763.64,1978.00,1085.48
3803.03,1978.00,1086.58
3842.42,1978.00,1109.42
3881.82,1978.00,1086.25
3921.21,1978.00,1195.59
3960.61,1978.00,1141.11
4000.00,1978.00,1086.51
100.00,1978.00,225.34
139.39,1978.00,245.88
178.79,1978.00,234.80
218.18,1978.00,345.22
257.58,1978.00,267.44
296.97,1978.00,437.61
336.36,1978.00,396.94
375.76,1978.00,448.15
415.15,1978.00,408.02
454.55,1978.00,519.15
493.94,1978.00,465.15
533.33,1978.00,312.15
572.73,1978.00,521.09
612.12,1978.00,585.46
651.52,1978.00,532.66
690.91,1978.00,548.99
730.30,1978.00,556.39
769.70,1978.00,620.88
809.09,1978.00,572.93
848.48,1978.00,636.95
887.88,1978.00,645.26
927.27,1978.00,531.34
966.67,1978.00,585.69
1006.06,1978.00,633.44
1045.45,1978.00,616.18
1084.85,1978.00,657.03
1124.24,1978.00,638.53
1163.64,1978.00,694.16
1203.03,1978.00,780.70
1242.42,1978.00,688.94
1281.82,1978.00,661.17
1321.21,1978.00,630.97
1360.61,1978.00,710.94
1400.00,1978.00,681.50
1439.39,1978.00,623.35
1478.79,1978.00,664.17
1518.18,1978.00,747.79
1557.58,1978.00,679.43
1596.97,1978.00,734.87
1636.36,1978.00,734.05
1675.76,1978.00,838.26
1715.15,1978.00,785.04
1754.55,1978.00,792.79
1793.94,1978.00,784.14
1833.33,1978.00,765.98
1872.73,1978.00,766.74
1912.12,1978.00,775.80
1951.52,1978.00,783.20
1990.91,1978.00,887.17
2030.30,1978.00,964.40
2069.70,1978.00,827.69
2109.09,1978.00,812.19
2148.48,1978.00,888.42
2187.88,1978.00,913.50
2227.27,1978.00,914.95
2266.67,1978.00,767.35
2306.06,1978.00,832.03
2345.45,1978.00,872.61
2384.85,1978.00,925.21
2424.24,1978.00,869.76
2463.64,1978.00,838.49
2503.03,1978.00,1025.37
2542.42,1978.00,946.57
2581.82,1978.00,946.02
2621.21,1978.00,839.24
2660.61,1978.00,904.03
2700.00,1978.00,854.90
2739.39,1978.00,918.41
2778.79,1978.00,874.59
2818.18,1978.00,1021.03
2857.58,1978.00,1021.60
2896.97,1978.00,1041.84
2936.36,1978.00,1009.70
2975.76,1978.00,999.04
3015.15,1978.00,917.58
3054.55,1978.00,978.47
3093.94,1978.00,1026.60
3133.33,1978.00,999.43
3172.73,1978.00,1060.43
3212.12,1978.00,1100.77
3251.52,1978.00,1106.28
3290.91,1978.00,1068.85
3330.30,1978.00,958.46
3369.70,1978.00,1053.99
3409.09,1978.00,1119.25
3448.48,1978.00,973.56
3487.88,1978.00,1022.99
3527.27,1978.00,1080.86
3566.67,1978.00,1027.88
3606.06,1978.00,1087.60
3645.45,1978.00,1117.27
3684.85,1978.00,1109.62
3724.24,1978.00,1075.90
3763.64,1978.00,1097.46
3803.03,1978.00,1181.51
3842.42,1978.00,1091.58
3881.82,1978.00,1123.97
3921.21,1978.00,1068.05
3960.61,1978.00,1094.13
4000.00,1978.00,1177.39
100.00,1981.00,225.95
139.39,1981.00,289.33
178.79,1981.00,378.51
218.18,1981.00,374.97
257.58,1981.00,471.36
296.97,1981.00,445.03
336.36,1981.00,529.39
375.76,1981.00,405.32
415.15,1981.00,570.15
454.55,1981.00,472.33
493.94,1981.00,577.23
533.33,1981.00,490.93
572.73,1981.00,449.00
612.12,1981.00,612.05
651.52,1981.00,651.73
690.91,1981.00,563.62
730.30,1981.00,654.32
769.70,1981.00,611.25
809.09,1981.00,641.47
848.48,1981.00,651.80
887.88,1981.00,672.13
927.27,1981.00,599.26
966.67,1981.00,709.85
1006.06,1981.00,729.56
1045.45,1981.00,768.46
1084.85,1981.00,742.85
1124.24,1981.00,659.84
1163.64,1981.00,646.56
1203.03,1981.00,770.03
1242.42,1981.00,735.93
1281.82,1981.00,774.89
1321.21,1981.00,857.47
1360.61,1981.00,734.36
1400.00,1981.00,715.13
1439.39,1981.00,799.07
1478.79,1981.00,832.48
1518.18,1981.00,914.80
1557.58,1981.00,867.62
1596.97,1981.00,768.95
1636.36,1981.00,882.15
1675.76,1981.00,799.03
1715.15,1981.00,866.11
1754.55,1981.00,847.30
1793.94,1981.00,773.49
1833.33,1981.00,857.74
1872.73,1981.00,915.05
1912.12,1981.00,883.27
1951.52,1981.00,796.36
1990.91,1981.00,863.56
2030.30,1981.00,847.86
2069.70,1981.00,863.76
2109.09,1981.00,834.04
2148.48,1981.00,883.63
2187.88,1981.00,979.10
2227.27,1981.00,976.93
2266.67,1981.00,989.22
2306.06,1981.00,899.15
2345.45,1981.00,910.01
2384.85,1981.00,930.09
2424.24,1981.00,971.72
2463.64,1981.00,1099.28
2503.03,1981.00,995.10
2542.42,1981.00,1073.92
2581.82,1981.00,1111.03
2621.21,1981.00,919.98
2660.61,1981.00,967.44
2700.00,1981.00,908.12
2739.39,1981.00,941.88
2778.79,1981.00,936.77
2818.18,1981.00,1027.12
2857.58,1981.00,1147.41
2896.97,1981.00,967.21
2936.36,1981.00,1079.10
2975.76,1981.00,967.22
3015.15,1981.00,1074.10
3054.55,1981.00,1021.66
3093.94,1981.00,1087.78
3133.33,1981.00,969.50
3172.73,1981.00,992.39
3212.12,1981.00,1045.25
3251.52,1981.00,930.47
3290.91,1981.00,1177.89
3330.30,1981.00,1066.63
3369.70,1981.00,1088.17
3409.09,1981.00,1081.26
3448.48,1981.00,1078.17
3487.88,1981.00,1058.66
3527.27,1981.00,1194.14
3566.67,1981.00,1079.02
3606.06,1981.00,1007.26
3645.45,1981.00,1114.14
3684.85,1981.00,1093.32
3724.24,1981.00,1152.68
3763.64,1981.00,1048.04
3803.03,1981.00,1210.01
3842.42,1981.00,1079.04
3881.82,1981.00,1143.33
3921.21,1981.00,1181.57
3960.61,1981.00,1129.34
4000.00,1981.00,1059.57
100.00,1981.00,262.66
139.39,1981.00,319.79
178.79,1981.00,353.97
218.18,1981.00,384.98
257.58,1981.00,468.09
296.97,1981.00,500.34
336.36,1981.00,402.46
375.76,1981.00,393.15
415.15,1981.00,418.57
454.55,1981.00,625.86
493.94,1981.00,599.69
533.33,1981.00,573.65
572.73,1981.00,525.75
612.12,1981.00,672.32
651.52,1981.00,571.35
690.91,1981.00,633.91
730.30,1981.00,645.35
769.70,1981.00,680.69
809.09,1981.00,664.37
848.48,1981.00,665.54
887.88,1981.00,788.23
927.27,1981.00,650.91
966.67,1981.00,785.83
1006.06,1981.00,692.78
1045.45,1981.00,668.04
1084.85,1981.00,705.06
1124.24,1981.00,680.95
1163.64,1981.00,757.52
1203.03,1981.00,754.70
1242.42,1981.00,779.18
1281.82,1981.00,812.63
1321.21,1981.00,791.03
1360.61,1981.00,832.95
1400.00,1981.00,728.87
1439.39,1981.00,813.04
1478.79,1981.00,836.18
1518.18,1981.00,907.04
1557.58,1981.00,791.82
1596.97,1981.00,816.50
1636.36,1981.00,861.63
1675.76,1981.00,830.92
1715.15,1981.00,848.30
1754.55,1981.00,804.29
1793.94,1981.00,839.92
1833.33,1981.00,837.68
1872.73,1981.00,860.73
1912.12,1981.00,895.90
1951.52,1981.00,860.91
1990.91,1981.00,904.27
2030.30,1981.00,912.04
2069.70,1981.00,903.46
2109.09,1981.00,898.59
2148.48,1981.00,923.18
2187.88,1981.00,905.56
2227.27,1981.00,882.63
2266.67,1981.00,866.49
2306.06,1981.00,938.70
2345.45,1981.00,939.70
2384.85,1981.00,941.76
2424.24,1981.00,880.21
2463.64,1981.00,1053.61
2503.03,1981.00,935.74
2542.42,1981.00,964.22
2581.82,1981.00,1004.22
2621.21,1981.00,1005.61
2660.61,1981.00,1070.16
2700.00,1981.00,1009.26
2739.39,1981.00,1046.12
2778.79,1981.00,975.40
2818.18,1981.00,910.51
2857.58,1981.00,1163.42
2896.97,1981.00,999.02
2936.36,1981.00,1033.08
2975.76,1981.00,1008.09
3015.15,1981.00,1043.91
3054.55,1981.00,1031.64
3093.94,1981.00,1031.45
3133.33,1981.00,960.18
3172.73,1981.00,1043.07
3212.12,1981.00,1047.95
3251.52,1981.00,1003.82
3290.91,1981.00,1052.86
3330.30,1981.00,1157.52
3369.70,1981.00,1087.61
3409.09,1981.00,1070.43
3448.48,1981.00,1050.58
3487.88,1981.00,1080.83
3527.27,1981.00,1148.14
3566.67,1981.00,1247.39
3606.06,1981.00,1134.95
3645.45,1981.00,1132.44
3684.85,1981.00,1081.61
3724.24,1981.00,1074.81
3763.64,1981.00,1027.97
3803.03,1981.00,1097.11
3842.42,1981.00,1129.22
3881.82,1981.00,1163.37
3921.21,1981.00,1053.44
3960.61,1981.00,1113.94
4000.00,1981.00,1119.83
100.00,1981.00,222.28
139.39,1981.00,337.61
178.79,1981.00,383.11
218.18,1981.00,306.70
257.58,1981.00,451.83
296.97,1981.00,508.57
336.36,1981.00,520.84
375.76,1981.00,533.31
415.15,1981.00,511.54
454.55,1981.00,490.72
493.94,1981.00,548.97
533.33,1981.00,502.28
572.73,1981.00,533.84
612.12,1981.00,584.54
651.52,1981.00,622.38
690.91,1981.00,603.98
730.30,1981.00,601.77
769.70,1981.00,653.20
809.09,1981.00,566.86
848.48,1981.00,624.57
887.88,1981.00,712.15
927.27,1981.00,667.75
966.67,1981.00,716.80
1006.06,1981.00,747.76
1045.45,1981.00,693.65
1084.85,1981.00,763.95
1124.24,1981.00,673.05
1163.64,1981.00,754.19
1203.03,1981.00,673.51
1242.42,1981.00,783.23
1281.82,1981.00,687.17
1321.21,1981.00,694.00
1360.61,1981.00,789.47
1400.00,1981.00,796.31
1439.39,1981.00,806.16
1478.79,1981.00,811.17
1518.18,1981.00,804.07
1557.58,1981.00,713.76
1596.97,1981.00,787.74
1636.36,1981.00,769.74
1675.76,1981.00,846.38
1715.15,1981.00,850.70
1754.55,1981.00,773.26
1793.94,1981.00,874.06
1833.33,1981.00,846.25
1872.73,1981.00,865.27
1912.12,1981.00,825.53
1951.52,1981.00,913.70
1990.91,1981.00,867.52
2030.30,1981.00,817.64
2069.70,1981.00,814.44
2109.09,1981.00,860.68
2148.48,1981.00,907.31
2187.88,1981.00,898.95
2227.27,1981.00,1044.29
2266.67,1981.00,908.42
2306.06,1981.00,859.11
2345.45,1981.00,913.35
2384.85,1981.00,975.15
2424.24,1981.00,967.28
2463.64,1981.00,958.56
2503.03,1981.00,1067.08
2542.42,1981.00,957.13
2581.82,1981.00,974.93
2621.21,1981.00,975.19
2660.61,1981.00,1050.43
2700.00,1981.00,998.74
2739.39,1981.00,975.65
2778.79,1981.00,910.52
2818.18,1981.00,956.81
2857.58,1981.00,992.16
2896.97,1981.00,989.99
2936.36,1981.00,989.87
2975.76,1981.00,979.13
3015.15,1981.00,1153.27
3054.55,1981.00,1127.04
3093.94,1981.00,1040.83
3133.33,1981.00,1027.31
3172.73,1981.00,1039.34
3212.12,1981.00,1151.42
3251.52,1981.00,1120.91
3290.91,1981.00,1048.09
3330.30,1981.00,1081.98
3369.70,1981.00,1131.64
3409.09,1981.00,1042.52
3448.48,1981.00,995.48
3487.88,1981.00,1065.90
3527.27,1981.00,1212.06
3566.67,1981.00,1095.83
3606.06,1981.00,1094.57
3645.45,1981.00,1103.82
3684.85,1981.00,1090.06
3724.24,1981.00,1136.13
3763.64,1981.00,1218.95
3803.03,1981.00,1141.29
3842.42,1981.00,1157.02
3881.82,1981.00,1128.15
3921.21,1981.00,1101.39
3960.61,1981.00,1313.64
4000.00,1981.00,1152.32
100.00,1982.00,237.27
139.39,1982.00,337.50
178.79,1982.00,404.51
218.18,1982.00,426.72
257.58,1982.00,463.42
296.97,1982.00,351.35
336.36,1982.00,485.78
375.76,1982.00,505.09
415.15,1982.00,555.53
454.55,1982.00,594.36
493.94,1982.00,575.47
533.33,1982.00,543.50
572.73,1982.00,624.70
612.12,1982.00,534.94
651.52,1982.00,712.65
690.91,1982.00,606.88
730.30,1982.00,613.74
769.70,1982.00,600.46
809.09,1982.00,783.15
848.48,1982.00,710.69
887.88,1982.00,607.53
927.27,1982.00,787.77
966.67,1982.00,656.92
1006.06,1982.00,629.62
1045.45,1982.00,702.46
1084.85,1982.00,745.01
1124.24,1982.00,734.12
1163.64,1982.00,690.16
1203.03,1982.00,841.64
1242.42,1982.00,688.01
1281.82,1982.00,807.85
1321.21,1982.00,803.93
1360.61,1982.00,803.32
1400.00,1982.00,792.62
1439.39,1982.00,843.73
1478.79,1982.00,789.17
1518.18,1982.00,879.65
1557.58,1982.00,881.38
1596.97,1982.00,781.68
1636.36,1982.00,807.90
1675.76,1982.00,858.71
1715.15,1982.00,863.71
1754.55,1982.00,842.61
1793.94,1982.00,930.44
1833.33,1982.00,925.31
1872.73,1982.00,947.41
1912.12,1982.00,954.20
1951.52,1982.00,812.31
1990.91,1982.00,845.41
2030.30,1982.00,888.82
2069.70,1982.00,965.88
2109.09,1982.00,894.37
2148.48,1982.00,907.50
2187.88,1982.00,950.58
2227.27,1982.00,967.01
2266.67,1982.00,918.23
2306.06,1982.00,1015.51
2345.45,1982.00,896.00
2384.85,1982.00,987.54
2424.24,1982.00,836.25
2463.64,1982.00,880.58
2503.03,1982.00,966.51
2542.42,1982.00,1019.57
2581.82,1982.00,1025.18
2621.21,1982.00,974.35
2660.61,1982.00,1001.16
2700.00,1982.00,1086.12
2739.39,1982.00,989.24
2778.79,1982.00,981.52
2818.18,1982.00,1140.26
2857.58,1982.00,1018.60
2896.97,1982.00,1068.69
2936.36,1982.00,927.29
2975.76,1982.00,997.29
3015.15,1982.00,962.79
3054.55,1982.00,1000.43
3093.94,1982.00,1094.70
3133.33,1982.00,1153.03
3172.73,1982.00,1110.76
3212.12,1982.00,1105.01
3251.52,1982.00,1131.18
3290.91,1982.00,1111.59
3330.30,1982.00,1141.64
3369.70,1982.00,1143.60
3409.09,1982.00,1192.23
3448.48,1982.00,1156.64
3487.88,1982.00,1114.48
3527.27,1982.00,1138.10
3566.67,1982.00,1227.78
3606.06,1982.00,1109.90
3645.45,1982.00,1070.74
3684.85,1982.00,1194.29
3724.24,1982.00,1141.02
3763.64,1982.00,1199.07
3803.03,1982.00,1137.54
3842.42,1982.00,1223.21
3881.82,1982.00,1242.89
3921.21,1982.00,1260.45
3960.61,1982.00,1224.13
4000.00,1982.00,1184.43
100.00,1982.00,181.10
139.39,1982.00,280.29
178.79,1982.00,404.66
218.18,1982.00,419.10
257.58,1982.00,557.18
296.97,1982.00,581.58
336.36,1982.00,488.62
375.76,1982.00,457.41
415.15,1982.00,580.03
454.55,1982.00,556.05
493.94,1982.00,589.34
533.33,1982.00,638.11
572.73,1982.00,602.06
612.12,1982.00,677.07
651.52,1982.00,685.76
690.91,1982.00,655.18
730.30,1982.00,634.44
769.70,1982.00,684.19
809.09,1982.00,686.35
848.48,1982.00,747.68
887.88,1982.00,767.16
927.27,1982.00,768.50
966.67,1982.00,808.83
1006.06,1982.00,785.47
1045.45,1982.00,804.95
1084.85,1982.00,636.29
1124.24,1982.00,890.85
1163.64,1982.00,749.19
1203.03,1982.00,726.35
1242.42,1982.00,780.68
1281.82,1982.00,788.63
1321.21,1982.00,726.14
1360.61,1982.00,833.44
1400.00,1982.00,773.94
1439.39,1982.00,816.27
1478.79,1982.00,855.35
1518.18,1982.00,833.32
1557.58,1982.00,867.78
1596.97,1982.00,811.34
1636.36,1982.00,821.19
1675.76,1982.00,771.56
1715.15,1982.00,778.22
1754.55,1982.00,905.70
1793.94,1982.00,939.96
1833.33,1982.00,854.88
1872.73,1982.00,880.67
1912.12,1982.00,944.73
1951.52,1982.00,928.96
1990.91,1982.00,956.24
2030.30,1982.00,932.07
2069.70,1982.00,923.36
2109.09,1982.00,928.24
2148.48,1982.00,987.39
2187.88,1982.00,842.31
2227.27,1982.00,976.43
2266.67,1982.00,992.86
2306.06,1982.00,893.62
2345.45,1982.00,1022.51
2384.85,1982.00,929.92
2424.24,1982.00,1040.56
2463.64,1982.00,962.87
2503.03,1982.00,952.84
2542.42,1982.00,968.57
2581.82,1982.00,1070.26
2621.21,1982.00,1065.59
2660.61,1982.00,1077.19
2700.00,1982.00,1083.91
2739.39,1982.00,1034.56
2778.79,1982.00,1040.57
2818.18,1982.00,902.71
2857.58,1982.00,1067.68
2896.97,1982.00,1035.19
2936.36,1982.00,1026.40
2975.76,1982.00,999.31
3015.15,1982.00,1017.38
3054.55,1982.00,1137.21
3093.94,1982.00,1068.97
3133.33,1982.00,1097.69
3172.73,1982.00,1090.45
3212.12,1982.00,1109.53
3251.52,1982.00,1109.63
3290.91,1982.00,1101.74
3330.30,1982.00,1156.82
3369.70,1982.00,1121.98
3409.09,1982.00,1157.10
3448.48,1982.00,1115.03
3487.88,1982.00,1144.40
3527.27,1982.00,1085.00
3566.67,1982.00,1081.67
3606.06,1982.00,1096.35
3645.45,1982.00,1120.59
3684.85,1982.00,1193.70
3724.24,1982.00,1140.95
3763.64,1982.00,1137.11
3803.03,1982.00,1330.29
3842.42,1982.00,1180.77
3881.82,1982.00,1124.19
3921.21,1982.00,1224.87
3960.61,1982.00,1201.38
4000.00,1982.00,1220.02
100.00,1982.00,297.20
139.39,1982.00,356.21
178.79,1982.00,496.97
218.18,1982.00,383.99
257.58,1982.00,378.50
296.97,1982.00,512.98
336.36,1982.00,565.29
375.76,1982.00,520.91
415.15,1982.00,511.32
454.55,1982.00,496.20
493.94,1982.00,584.29
533.33,1982.00,489.95
572.73,1982.00,626.16
612.12,1982.00,664.40
651.52,1982.00,655.36
690.91,1982.00,507.76
730.30,1982.00,635.16
769.70,1982.00,625.74
809.09,1982.00,597.29
848.48,1982.00,707.81
887.88,1982.00,713.33
927.27,1982.00,669.21
966.67,1982.00,565.58
1006.06,1982.00,701.51
1045.45,1982.00,671.62
1084.85,1982.00,719.97
1124.24,1982.00,681.22
1163.64,1982.00,802.85
1203.03,1982.00,799.89
1242.42,1982.00,758.39
1281.82,1982.00,723.92
1321.21,1982.00,780.19
1360.61,1982.00,821.76
1400.00,1982.00,902.00
1439.39,1982.00,748.05
1478.79,1982.00,847.32
1518.18,1982.00,788.14
1557.58,1982.00,794.13
1596.97,1982.00,851.56
1636.36,1982.00,767.98
1675.76,1982.00,888.50
1715.15,1982.00,806.27
1754.55,1982.00,880.61
1793.94,1982.00,918.26
1833.33,1982.00,927.60
1872.73,1982.00,862.40
1912.12,1982.00,856.14
1951.52,1982.00,927.02
1990.91,1982.00,761.21
2030.30,1982.00,935.76
2069.70,1982.00,920.07
2109.09,1982.00,981.60
2148.48,1982.00,994.30
2187.88,1982.00,981.24
2227.27,1982.00,1008.78
2266.67,1982.00,986.86
2306.06,1982.00,1072.85
2345.45,1982.00,1009.81
2384.85,1982.00,974.09
2424.24,1982.00,929.54
2463.64,1982.00,1062.00
2503.03,1982.00,998.16
2542.42,1982.00,1005.33
2581.82,1982.00,1072.97
2621.21,1982.00,946.21
2660.61,1982.00,1024.52
2700.00,1982.00,998.20
2739.39,1982.00,1052.66
2778.79,1982.00,1033.69
2818.18,1982.00,1055.74
2857.58,1982.00,990.54
2896.97,1982.00,1068.48
2936.36,1982.00,1082.29
2975.76,1982.00,1074.65
3015.15,1982.00,1087.53
3054.55,1982.00,1103.02
3093.94,1982.00,1105.26
3133.33,1982.00,1122.44
3172.73,1982.00,1020.14
3212.12,1982.00,1063.25
3251.52,1982.00,1036.01
3290.91,1982.00,1143.38
3330.30,1982.00,1244.73
3369.70,1982.00,1059.35
3409.09,1982.00,1054.09
3448.48,1982.00,1053.96
3487.88,1982.00,1083.86
3527.27,1982.00,1153.77
3566.67,1982.00,1089.71
3606.06,1982.00,1106.54
3645.45,1982.00,1270.33
3684.85,1982.00,1135.82
3724.24,1982.00,1081.01
3763.64,1982.00,1134.62
3803.03,1982.00,1193.64
3842.42,1982.00,1275.28
3881.82,1982.00,1089.54
3921.21,1982.00,1199.45
3960.61,1982.00,1195.53
4000.00,1982.00,1150.80
100.00,1983.00,255.77
139.39,1983.00,389.56
178.79,1983.00,368.67
218.18,1983.00,485.15
257.58,1983.00,543.45
296.97,1983.00,537.09
336.36,1983.00,512.52
375.76,1983.00,507.90
415.15,1983.00,520.29
454.55,1983.00,579.08
493.94,1983.00,549.21
533.33,1983.00,650.05
572.73,1983.00,655.01
612.12,1983.00,597.61
651.52,1983.00,636.80
690.91,1983.00,586.14
730.30,1983.00,750.27
769.70,1983.00,673.50
809.09,1983.00,697.16
848.48,1983.00,732.10
887.88,1983.00,643.60
927.27,1983.00,670.33
966.67,1983.00,706.10
1006.06,1983.00,663.96
1045.45,1983.00,805.09
1084.85,1983.00,800.85
1124.24,1983.00,731.53
1163.64,1983.00,844.81
1203.03,1983.00,808.99
1242.42,1983.00,721.11
1281.82,1983.00,811.50
1321.21,1983.00,775.75
1360.61,1983.00,852.66
1400.00,1983.00,778.51
1439.39,1983.00,807.76
1478.79,1983.00,764.33
1518.18,1983.00,708.30
1557.58,1983.00,948.77
1596.97,1983.00,818.53
1636.36,1983.00,963.83
1675.76,1983.00,969.93
1715.15,1983.00,919.84
1754.55,1983.00,863.10
1793.94,1983.00,866.29
1833.33,1983.00,955.47
1872.73,1983.00,879.54
1912.12,1983.00,903.64
1951.52,1983.00,911.19
1990.91,1983.00,910.52
2030.30,1983.00,878.92
2069.70,1983.00,844.76
2109.09,1983.00,918.99
2148.48,1983.00,998.81
2187.88,1983.00,976.98
2227.27,1983.00,1005.92
2266.67,1983.00,984.27
2306.06,1983.00,949.82
2345.45,1983.00,989.92
2384.85,1983.00,996.41
2424.24,1983.00,985.20
2463.64,1983.00,1051.79
2503.03,1983.00,955.82
2542.42,1983.00,944.76
2581.82,1983.00,1053.80
2621.21,1983.00,1047.94
2660.61,1983.00,1090.75
2700.00,1983.00,1105.36
2739.39,1983.00,1018.75
2778.79,1983.00,1043.80
2818.18,1983.00,1124.92
2857.58,1983.00,1075.42
2896.97,1983.00,1044.95
2936.36,1983.00,1049.83
2975.76,1983.00,1055.87
3015.15,1983.00,1089.15
3054.55,1983.00,1159.32
3093.94,1983.00,1138.40
3133.33,1983.00,1101.22
3172.73,1983.00,1139.50
3212.12,1983.00,1149.36
3251.52,1983.00,1027.39
3290.91,1983.00,1131.47
3330.30,1983.00,1100.25
3369.70,1983.00,1169.18
3409.09,1983.00,1040.74
3448.48,1983.00,1176.80
3487.88,1983.00,1138.51
3527.27,1983.00,1141.84
3566.67,1983.00,1143.08
3606.06,1983.00,1233.47
3645.45,1983.00,1169.08
3684.85,1983.00,1117.94
3724.24,1983.00,1275.50
3763.64,1983.00,1175.71
3803.03,1983.00,1240.75
3842.42,1983.00,1296.75
3881.82,1983.00,1207.98
3921.21,1983.00,1251.45
3960.61,1983.00,1253.12
4000.00,1983.00,1181.37
100.00,1983.00,235.36
139.39,1983.00,334.91
178.79,1983.00,387.07
218.18,1983.00,479.67
257.58,1983.00,516.94
296.97,1983.00,484.77
336.36,1983.00,412.25
375.76,1983.00,567.44
415.15,1983.00,549.31
454.55,1983.00,551.62
493.94,1983.00,626.21
533.33,1983.00,629.39
572.73,1983.00,621.82
612.12,1983.00,576.58
651.52,1983.00,612.16
690.91,1983.00,691.05
730.30,1983.00,573.03
769.70,1983.00,722.47
809.09,1983.00,710.32
848.48,1983.00,706.46
887.88,1983.00,742.52
927.27,1983.00,709.40
966.67,1983.00,755.81
1006.06,1983.00,709.92
1045.45,1983.00,713.95
1084.85,1983.00,791.67
1124.24,1983.00,821.73
1163.64,1983.00,758.10
1203.03,1983.00,657.68
1242.42,1983.00,756.47
1281.82,1983.00,708.31
1321.21,1983.00,811.00
1360.61,1983.00,818.74
1400.00,1983.00,753.19
1439.39,1983.00,811.41
1478.79,1983.00,789.67
1518.18,1983.00,868.79
1557.58,1983.00,835.70
1596.97,1983.00,819.39
1636.36,1983.00,820.38
1675.76,1983.00,933.57
1715.15,1983.00,918.24
1754.55,1983.00,955.06
1793.94,1983.00,863.02
1833.33,1983.00,1004.19
1872.73,1983.00,849.37
1912.12,1983.00,915.86
1951.52,1983.00,871.80
1990.91,1983.00,863.77
2030.30,1983.00,949.96
2069.70,1983.00,946.29
